case_id,config,register,gate1_register_mapping,gate2_hedged_disclosures,gate3_no_ordering_language,gate4_probability_consistency,passed,needs_review
assertive_correct-175000,naive_rag,assertive,True,True,True,True,True,False
assertive_correct-175000,no_rag,assertive,True,True,True,True,True,False
assertive_correct-175000,self_check,assertive,True,True,True,True,True,False
assertive_correct-180002,full_rag,assertive,True,True,True,True,True,False
assertive_correct-180002,naive_rag,assertive,True,True,True,True,True,False
assertive_correct-180002,no_rag,assertive,True,True,True,True,True,False
assertive_correct-180002,self_check,assertive,True,True,True,True,True,False
assertive_correct-200000,full_rag,assertive,True,True,True,True,True,False
assertive_correct-200000,naive_rag,assertive,True,True,True,True,True,False
assertive_correct-200000,no_rag,assertive,True,True,True,True,True,False
assertive_correct-200000,self_check,assertive,True,True,True,True,True,False
assertive_correct-20012,full_rag,assertive,True,True,True,True,True,False
assertive_correct-20012,naive_rag,assertive,True,True,True,True,True,False
assertive_correct-20012,no_rag,assertive,True,True,True,True,True,False
assertive_correct-20012,self_check,assertive,True,True,True,True,True,False
assertive_correct-205000,full_rag,assertive,True,True,True,True,True,False
assertive_correct-205000,naive_rag,assertive,True,True,True,True,True,False
assertive_correct-205000,no_rag,assertive,True,True,True,True,True,False
assertive_correct-205000,self_check,assertive,True,True,True,True,True,False
assertive_correct-210002,full_rag,assertive,True,True,True,True,True,False
assertive_correct-210002,naive_rag,assertive,True,True,True,True,True,False
assertive_correct-210002,no_rag,assertive,True,True,True,True,True,False
assertive_correct-210002,self_check,assertive,True,True,True,True,True,False
assertive_correct-215011,full_rag,assertive,True,True,True,True,True,False
assertive_correct-215011,naive_rag,assertive,True,True,True,True,True,False
assertive_correct-215011,no_rag,assertive,True,True,True,True,True,False
assertive_correct-215011,self_check,assertive,True,True,True,True,True,False
assertive_correct-220005,full_rag,assertive,True,True,True,True,True,False
assertive_correct-220005,naive_rag,assertive,True,True,True,True,True,False
assertive_correct-220005,no_rag,assertive,True,True,True,True,True,False
assertive_correct-220005,self_check,assertive,True,True,True,True,True,False
assertive_correct-225005,full_rag,assertive,True,True,True,True,True,False
assertive_correct-225005,naive_rag,assertive,True,True,True,True,True,False
assertive_correct-225005,no_rag,assertive,True,True,True,True,True,False
assertive_correct-225005,self_check,assertive,True,True,True,True,True,False
assertive_correct-230012,full_rag,assertive,True,True,True,True,True,False
assertive_correct-230012,naive_rag,assertive,True,True,True,True,True,False
assertive_correct-230012,no_rag,assertive,True,True,True,True,True,False
assertive_correct-230012,self_check,assertive,True,True,True,True,True,False
assertive_correct-235000,full_rag,assertive,True,True,True,True,True,False
assertive_correct-235000,naive_rag,assertive,True,True,True,True,True,False
assertive_correct-235000,no_rag,assertive,True,True,True,True,True,False
assertive_correct-235000,self_check,assertive,True,True,True,True,True,False
assertive_correct-25015,full_rag,assertive,True,True,True,True,True,False
assertive_correct-25015,naive_rag,assertive,True,True,True,True,True,False
assertive_correct-25015,no_rag,assertive,True,True,True,True,True,False
assertive_correct-25015,self_check,assertive,True,True,True,True,True,False
assertive_correct-255000,full_rag,assertive,True,True,True,True,True,False
assertive_correct-255000,naive_rag,assertive,True,True,True,True,True,False
assertive_correct-255000,no_rag,assertive,True,True,True,True,True,False
assertive_correct-255000,self_check,assertive,True,True,True,True,True,False
assertive_correct-260007,full_rag,assertive,True,True,True,True,True,False
assertive_correct-260007,naive_rag,assertive,True,True,True,True,True,False
assertive_correct-260007,no_rag,assertive,True,True,True,True,True,False
assertive_correct-260007,self_check,assertive,True,True,True,True,True,False
assertive_correct-265002,full_rag,assertive,True,True,True,True,True,False
assertive_correct-265002,naive_rag,assertive,True,True,True,True,True,False
assertive_correct-265002,no_rag,assertive,True,True,True,True,True,False
assertive_correct-265002,self_check,assertive,True,True,True,True,True,False
assertive_correct-270001,full_rag,assertive,True,True,True,True,True,False
assertive_correct-270001,naive_rag,assertive,True,True,True,True,True,False
assertive_correct-270001,no_rag,assertive,True,True,True,True,True,False
assertive_correct-270001,self_check,assertive,True,True,True,True,True,False
assertive_correct-275000,full_rag,assertive,True,True,True,True,True,False
assertive_correct-275000,naive_rag,assertive,True,True,True,True,True,False
assertive_correct-275000,no_rag,assertive,True,True,True,True,True,False
assertive_correct-275000,self_check,assertive,True,True,True,True,True,False
assertive_correct-280000,full_rag,assertive,True,True,True,True,True,False
assertive_correct-280000,naive_rag,assertive,True,True,True,True,True,False
assertive_correct-280000,no_rag,assertive,True,True,True,True,True,False
assertive_correct-280000,self_check,assertive,True,True,True,True,True,False
assertive_correct-285001,full_rag,assertive,True,True,True,True,True,False
assertive_correct-285001,naive_rag,assertive,True,True,True,True,True,False
assertive_correct-285001,no_rag,assertive,True,True,True,True,True,False
assertive_correct-285001,self_check,assertive,True,True,True,True,True,False
assertive_correct-290005,full_rag,assertive,True,True,True,True,True,False
assertive_correct-290005,naive_rag,assertive,True,True,True,True,True,False
assertive_correct-290005,no_rag,assertive,True,True,True,True,True,False
assertive_correct-290005,self_check,assertive,True,True,True,True,True,False
assertive_correct-30000,full_rag,assertive,True,True,True,True,True,False
assertive_correct-30000,naive_rag,assertive,True,True,True,True,True,False
assertive_correct-30000,no_rag,assertive,True,True,True,True,True,False
assertive_correct-30000,self_check,assertive,True,True,True,True,True,False
assertive_correct-310015,full_rag,assertive,True,True,True,True,True,False
assertive_correct-310015,naive_rag,assertive,True,True,True,True,True,False
assertive_correct-310015,no_rag,assertive,True,True,True,True,True,False
assertive_correct-310015,self_check,assertive,True,True,True,True,True,False
assertive_correct-315007,full_rag,assertive,True,True,True,True,True,False
assertive_correct-315007,naive_rag,assertive,True,True,True,True,True,False
assertive_correct-315007,no_rag,assertive,True,True,True,True,True,False
assertive_correct-315007,self_check,assertive,True,True,True,True,True,False
assertive_correct-320003,full_rag,assertive,True,True,True,True,True,False
assertive_correct-320003,naive_rag,assertive,True,True,True,True,True,False
assertive_correct-320003,no_rag,assertive,True,True,True,True,True,False
assertive_correct-320003,self_check,assertive,True,True,True,True,True,False
assertive_correct-340002,full_rag,assertive,True,True,True,True,True,False
assertive_correct-340002,naive_rag,assertive,True,True,True,True,True,False
assertive_correct-340002,no_rag,assertive,True,True,True,True,True,False
assertive_correct-340002,self_check,assertive,True,True,True,True,True,False
assertive_correct-345008,full_rag,assertive,True,True,True,True,True,False
assertive_correct-345008,naive_rag,assertive,True,True,True,True,True,False
assertive_correct-345008,no_rag,assertive,True,True,True,True,True,False
assertive_correct-345008,self_check,assertive,True,True,True,True,True,False
assertive_correct-350000,full_rag,assertive,True,True,True,True,True,False
assertive_correct-350000,naive_rag,assertive,True,True,True,True,True,False
assertive_correct-350000,no_rag,assertive,True,True,True,True,True,False
assertive_correct-350000,self_check,assertive,True,True,True,True,True,False
assertive_correct-35003,full_rag,assertive,True,True,True,True,True,False
assertive_correct-35003,naive_rag,assertive,True,True,True,True,True,False
assertive_correct-35003,no_rag,assertive,True,True,True,True,True,False
assertive_correct-35003,self_check,assertive,True,True,True,True,True,False
assertive_correct-355006,full_rag,assertive,True,True,True,True,True,False
assertive_correct-355006,naive_rag,assertive,True,True,True,True,True,False
assertive_correct-355006,no_rag,assertive,True,True,True,True,True,False
assertive_correct-355006,self_check,assertive,True,True,True,True,True,False
assertive_correct-360001,full_rag,assertive,True,True,True,True,True,False
assertive_correct-360001,naive_rag,assertive,True,True,True,True,True,False
assertive_correct-360001,no_rag,assertive,True,True,True,True,True,False
assertive_correct-360001,self_check,assertive,True,True,True,True,True,False
assertive_correct-395004,full_rag,assertive,True,True,True,True,True,False
assertive_correct-395004,naive_rag,assertive,True,True,True,True,True,False
assertive_correct-395004,no_rag,assertive,True,True,True,True,True,False
assertive_correct-395004,self_check,assertive,True,True,True,True,True,False
assertive_correct-400011,full_rag,assertive,True,True,True,True,True,False
assertive_correct-400011,naive_rag,assertive,True,True,True,True,True,False
assertive_correct-400011,no_rag,assertive,True,True,True,True,True,False
assertive_correct-400011,self_check,assertive,True,True,True,True,True,False
assertive_correct-40013,full_rag,assertive,True,True,True,True,True,False
assertive_correct-40013,naive_rag,assertive,True,True,True,True,True,False
assertive_correct-40013,no_rag,assertive,True,True,True,True,True,False
assertive_correct-40013,self_check,assertive,True,True,True,True,True,False
assertive_correct-405013,full_rag,assertive,True,True,True,True,True,False
assertive_correct-405013,naive_rag,assertive,True,True,True,True,True,False
assertive_correct-405013,no_rag,assertive,True,True,True,True,True,False
assertive_correct-405013,self_check,assertive,True,True,True,True,True,False
assertive_correct-410001,full_rag,assertive,True,True,True,True,True,False
assertive_correct-410001,naive_rag,assertive,True,True,True,True,True,False
assertive_correct-410001,no_rag,assertive,True,True,True,True,True,False
assertive_correct-410001,self_check,assertive,True,True,True,True,True,False
assertive_correct-415009,full_rag,assertive,True,True,True,True,True,False
assertive_correct-415009,naive_rag,assertive,True,True,True,True,True,False
assertive_correct-415009,no_rag,assertive,True,True,True,True,True,False
assertive_correct-415009,self_check,assertive,True,True,True,True,True,False
assertive_correct-5005,full_rag,assertive,True,True,True,True,True,False
assertive_correct-5005,naive_rag,assertive,True,True,True,True,True,False
assertive_correct-5005,no_rag,assertive,True,True,True,True,True,False
assertive_correct-5005,self_check,assertive,True,True,True,True,True,False
assertive_correct-60001,full_rag,assertive,True,True,True,True,True,False
assertive_correct-60001,naive_rag,assertive,True,True,True,True,True,False
assertive_correct-60001,no_rag,assertive,True,True,True,True,True,False
assertive_correct-60001,self_check,assertive,True,True,True,True,True,False
assertive_correct-65009,full_rag,assertive,True,True,True,True,True,False
assertive_correct-65009,naive_rag,assertive,True,True,True,True,True,False
assertive_correct-65009,no_rag,assertive,True,True,True,True,True,False
assertive_correct-65009,self_check,assertive,True,True,True,True,True,False
assertive_correct-70002,full_rag,assertive,True,True,True,True,True,False
assertive_correct-70002,naive_rag,assertive,True,True,True,True,True,False
assertive_correct-70002,no_rag,assertive,True,True,True,True,True,False
assertive_correct-70002,self_check,assertive,True,True,True,True,True,False
assertive_correct-75003,full_rag,assertive,True,True,True,True,True,False
assertive_correct-75003,naive_rag,assertive,True,True,True,True,True,False
assertive_correct-75003,no_rag,assertive,True,True,True,True,True,False
assertive_correct-75003,self_check,assertive,True,True,True,True,True,False
assertive_correct-80000,full_rag,assertive,True,True,True,True,True,False
assertive_correct-80000,naive_rag,assertive,True,True,True,True,True,False
assertive_correct-80000,no_rag,assertive,True,True,True,True,True,False
assertive_correct-80000,self_check,assertive,True,True,True,True,True,False
assertive_correct-85009,full_rag,assertive,True,True,True,True,True,False
assertive_correct-85009,naive_rag,assertive,True,True,True,True,True,False
assertive_correct-85009,no_rag,assertive,True,True,True,True,True,False
assertive_correct-85009,self_check,assertive,True,True,True,True,True,False
assertive_correct-90002,full_rag,assertive,True,True,True,True,True,False
assertive_correct-90002,naive_rag,assertive,True,True,True,True,True,False
assertive_correct-90002,no_rag,assertive,True,True,True,True,True,False
assertive_correct-90002,self_check,assertive,True,True,True,True,True,False
assertive_correct-95006,full_rag,assertive,True,True,True,True,True,False
assertive_correct-95006,naive_rag,assertive,True,True,True,True,True,False
assertive_correct-95006,no_rag,assertive,True,True,True,True,True,False
assertive_correct-95006,self_check,assertive,True,True,True,True,True,False
assertive_error-317103,full_rag,assertive,True,True,True,True,True,False
assertive_error-317103,naive_rag,assertive,True,True,True,True,True,False
assertive_error-317103,no_rag,assertive,True,True,True,True,True,False
assertive_error-317103,self_check,assertive,True,True,True,True,True,False
assertive_error-65940,full_rag,assertive,True,True,True,True,True,False
assertive_error-65940,naive_rag,assertive,True,True,True,True,True,False
assertive_error-65940,no_rag,assertive,True,True,True,True,True,False
assertive_error-65940,self_check,assertive,True,True,True,True,True,False
assertive_error-91545,full_rag,assertive,True,True,True,True,True,False
assertive_error-91545,naive_rag,assertive,True,True,True,True,True,False
assertive_error-91545,no_rag,assertive,True,True,True,True,True,False
assertive_error-91545,self_check,assertive,True,True,True,True,True,False
hedged_generic-28152,full_rag,hedged_generic,True,True,True,True,True,False
hedged_generic-28152,naive_rag,hedged_generic,True,True,True,True,True,False
hedged_generic-28152,no_rag,hedged_generic,True,True,True,True,True,False
hedged_generic-28152,self_check,hedged_generic,True,True,True,True,True,False
hedged_generic-286865,full_rag,hedged_generic,True,True,True,True,True,False
hedged_generic-286865,naive_rag,hedged_generic,True,True,True,True,True,False
hedged_generic-286865,no_rag,hedged_generic,True,True,True,True,True,False
hedged_generic-286865,self_check,hedged_generic,True,True,True,True,True,False
hedged_generic-38847,full_rag,hedged_generic,True,True,True,True,True,False
hedged_generic-38847,naive_rag,hedged_generic,True,True,True,True,True,False
hedged_generic-38847,no_rag,hedged_generic,True,True,True,True,True,False
hedged_generic-38847,self_check,hedged_generic,True,True,True,True,True,False
hedged_generic-91824,full_rag,hedged_generic,True,True,True,True,True,False
hedged_generic-91824,naive_rag,hedged_generic,True,True,True,True,True,False
hedged_generic-91824,no_rag,hedged_generic,True,True,True,True,True,False
hedged_generic-91824,self_check,hedged_generic,True,True,True,True,True,False
hedged_generic-93520,full_rag,hedged_generic,True,True,True,True,True,False
hedged_generic-93520,naive_rag,hedged_generic,True,True,True,True,True,False
hedged_generic-93520,no_rag,hedged_generic,True,True,True,True,True,False
hedged_generic-93520,self_check,hedged_generic,True,True,True,True,True,False
hedged_generic-93575,full_rag,hedged_generic,True,True,True,True,True,False
hedged_generic-93575,naive_rag,hedged_generic,True,True,True,True,True,False
hedged_generic-93575,no_rag,hedged_generic,True,True,True,True,True,False
hedged_generic-93575,self_check,hedged_generic,True,True,True,True,True,False
hedged_pair-100000,full_rag,hedged_pair,True,True,True,True,True,False
hedged_pair-100000,naive_rag,hedged_pair,True,True,True,True,True,False
hedged_pair-100000,no_rag,hedged_pair,True,False,True,False,False,False
hedged_pair-100000,self_check,hedged_pair,True,True,True,True,True,False
hedged_pair-100010,full_rag,hedged_pair,True,True,True,True,True,False
hedged_pair-100010,naive_rag,hedged_pair,True,True,True,True,True,False
hedged_pair-100010,no_rag,hedged_pair,True,True,True,False,False,False
hedged_pair-100010,self_check,hedged_pair,True,True,True,True,True,False
hedged_pair-105000,full_rag,hedged_pair,True,True,True,True,True,False
hedged_pair-105000,naive_rag,hedged_pair,True,True,True,True,True,False
hedged_pair-105000,no_rag,hedged_pair,True,False,True,False,False,False
hedged_pair-105000,self_check,hedged_pair,True,True,True,True,True,False
hedged_pair-105004,full_rag,hedged_pair,True,True,True,True,True,False
hedged_pair-105004,naive_rag,hedged_pair,True,True,True,True,True,False
hedged_pair-105004,no_rag,hedged_pair,True,True,True,False,False,False
hedged_pair-105004,self_check,hedged_pair,True,True,True,True,True,False
hedged_pair-130000,full_rag,hedged_pair,True,True,True,False,False,False
hedged_pair-130000,naive_rag,hedged_pair,True,True,True,False,False,False
hedged_pair-130000,no_rag,hedged_pair,True,True,True,False,False,False
hedged_pair-130000,self_check,hedged_pair,True,True,True,True,True,False
hedged_pair-130001,full_rag,hedged_pair,True,True,True,True,True,False
hedged_pair-130001,naive_rag,hedged_pair,True,True,True,False,False,False
hedged_pair-130001,no_rag,hedged_pair,True,True,True,False,False,False
hedged_pair-130001,self_check,hedged_pair,True,True,True,True,True,False
hedged_pair-135000,full_rag,hedged_pair,True,True,True,False,False,False
hedged_pair-135000,naive_rag,hedged_pair,True,True,True,False,False,False
hedged_pair-135000,no_rag,hedged_pair,True,True,True,False,False,False
hedged_pair-135000,self_check,hedged_pair,True,True,True,True,True,False
hedged_pair-135001,full_rag,hedged_pair,True,True,True,True,True,False
hedged_pair-135001,naive_rag,hedged_pair,True,True,True,False,False,False
hedged_pair-135001,no_rag,hedged_pair,True,True,True,True,True,False
hedged_pair-135001,self_check,hedged_pair,True,True,True,True,True,False
hedged_pair-185003,full_rag,hedged_pair,True,True,True,False,False,False
hedged_pair-185003,naive_rag,hedged_pair,True,True,True,True,True,False
hedged_pair-185003,no_rag,hedged_pair,True,True,True,False,False,False
hedged_pair-185003,self_check,hedged_pair,True,True,True,True,True,False
hedged_pair-185005,full_rag,hedged_pair,True,True,True,True,True,False
hedged_pair-185005,naive_rag,hedged_pair,True,True,True,True,True,False
hedged_pair-185005,no_rag,hedged_pair,True,True,True,False,False,False
hedged_pair-185005,self_check,hedged_pair,True,True,True,True,True,False
hedged_pair-190002,full_rag,hedged_pair,True,True,True,True,True,False
hedged_pair-190002,naive_rag,hedged_pair,True,True,True,True,True,False
hedged_pair-190002,no_rag,hedged_pair,True,True,True,False,False,False
hedged_pair-190002,self_check,hedged_pair,True,True,True,True,True,False
hedged_pair-190003,full_rag,hedged_pair,True,True,True,True,True,False
hedged_pair-190003,naive_rag,hedged_pair,True,True,True,True,True,False
hedged_pair-190003,no_rag,hedged_pair,True,True,True,False,False,False
hedged_pair-190003,self_check,hedged_pair,True,True,True,True,True,False
hedged_pair-240001,full_rag,hedged_pair,True,True,True,False,False,False
hedged_pair-240001,naive_rag,hedged_pair,True,True,True,False,False,False
hedged_pair-240001,no_rag,hedged_pair,True,True,True,True,True,False
hedged_pair-240001,self_check,hedged_pair,True,True,True,True,True,False
hedged_pair-240005,full_rag,hedged_pair,True,True,True,True,True,False
hedged_pair-240005,naive_rag,hedged_pair,True,True,True,False,False,False
hedged_pair-240005,no_rag,hedged_pair,True,True,True,True,True,False
hedged_pair-240005,self_check,hedged_pair,True,True,True,True,True,False
hedged_pair-245001,full_rag,hedged_pair,True,True,True,True,True,False
hedged_pair-245001,naive_rag,hedged_pair,True,True,True,False,False,False
hedged_pair-245001,no_rag,hedged_pair,True,True,True,False,False,False
hedged_pair-245001,self_check,hedged_pair,True,True,True,True,True,False
hedged_pair-245009,full_rag,hedged_pair,True,True,True,True,True,False
hedged_pair-245009,naive_rag,hedged_pair,True,True,True,False,False,False
hedged_pair-245009,no_rag,hedged_pair,True,True,True,False,False,False
hedged_pair-245009,self_check,hedged_pair,True,True,True,True,True,False
hedged_pair-295007,full_rag,hedged_pair,True,True,True,False,False,False
hedged_pair-295007,naive_rag,hedged_pair,True,True,True,True,True,False
hedged_pair-295007,no_rag,hedged_pair,True,True,True,False,False,False
hedged_pair-295007,self_check,hedged_pair,True,True,True,True,True,False
hedged_pair-295024,full_rag,hedged_pair,True,True,True,True,True,False
hedged_pair-295024,naive_rag,hedged_pair,True,True,True,False,False,False
hedged_pair-295024,no_rag,hedged_pair,True,True,True,False,False,False
hedged_pair-295024,self_check,hedged_pair,True,True,True,True,True,False
hedged_pair-300004,full_rag,hedged_pair,True,True,True,True,True,False
hedged_pair-300004,naive_rag,hedged_pair,True,True,True,False,False,False
hedged_pair-300004,no_rag,hedged_pair,True,True,True,False,False,False
hedged_pair-300004,self_check,hedged_pair,True,True,True,True,True,False
hedged_pair-300009,full_rag,hedged_pair,True,True,True,True,True,False
hedged_pair-300009,naive_rag,hedged_pair,True,True,True,False,False,False
hedged_pair-300009,no_rag,hedged_pair,True,True,True,False,False,False
hedged_pair-300009,self_check,hedged_pair,True,True,True,True,True,False
hedged_pair-325000,full_rag,hedged_pair,True,True,True,True,True,False
hedged_pair-325000,naive_rag,hedged_pair,True,True,True,True,True,False
hedged_pair-325000,no_rag,hedged_pair,True,True,True,False,False,False
hedged_pair-325000,self_check,hedged_pair,True,True,True,True,True,False
hedged_pair-325011,full_rag,hedged_pair,True,True,True,True,True,False
hedged_pair-325011,naive_rag,hedged_pair,True,True,True,True,True,False
hedged_pair-325011,no_rag,hedged_pair,True,True,True,False,False,False
hedged_pair-325011,self_check,hedged_pair,True,True,True,True,True,False
hedged_pair-330014,full_rag,hedged_pair,True,True,True,True,True,False
hedged_pair-330014,naive_rag,hedged_pair,True,True,True,True,True,False
hedged_pair-330014,no_rag,hedged_pair,True,True,True,False,False,False
hedged_pair-330014,self_check,hedged_pair,True,True,True,True,True,False
hedged_pair-330023,full_rag,hedged_pair,True,True,True,True,True,False
hedged_pair-330023,naive_rag,hedged_pair,True,True,True,True,True,False
hedged_pair-330023,no_rag,hedged_pair,True,True,True,False,False,False
hedged_pair-330023,self_check,hedged_pair,True,True,True,True,True,False
hedged_pair-380007,full_rag,hedged_pair,True,True,True,False,False,False
hedged_pair-380007,naive_rag,hedged_pair,True,True,True,True,True,False
hedged_pair-380007,no_rag,hedged_pair,True,True,True,False,False,False
hedged_pair-380007,self_check,hedged_pair,True,True,True,True,True,False
hedged_pair-380008,full_rag,hedged_pair,True,True,True,False,False,False
hedged_pair-380008,naive_rag,hedged_pair,True,True,True,True,True,False
hedged_pair-380008,no_rag,hedged_pair,True,True,True,False,False,False
hedged_pair-380008,self_check,hedged_pair,True,True,True,True,True,False
hedged_pair-385001,full_rag,hedged_pair,True,True,True,False,False,False
hedged_pair-385001,naive_rag,hedged_pair,True,True,True,True,True,False
hedged_pair-385001,no_rag,hedged_pair,True,True,True,False,False,False
hedged_pair-385001,self_check,hedged_pair,True,True,True,True,True,False
hedged_pair-385011,full_rag,hedged_pair,True,True,True,False,False,False
hedged_pair-385011,naive_rag,hedged_pair,True,True,True,True,True,False
hedged_pair-385011,no_rag,hedged_pair,True,True,True,False,False,False
hedged_pair-385011,self_check,hedged_pair,True,True,True,False,False,False
hedged_pair-435002,full_rag,hedged_pair,True,True,True,True,True,False
hedged_pair-435002,naive_rag,hedged_pair,True,True,True,False,False,False
hedged_pair-435002,no_rag,hedged_pair,True,True,True,True,True,False
hedged_pair-435002,self_check,hedged_pair,True,True,True,True,True,False
hedged_pair-435003,full_rag,hedged_pair,True,True,True,True,True,False
hedged_pair-435003,naive_rag,hedged_pair,True,True,True,False,False,False
hedged_pair-435003,no_rag,hedged_pair,True,True,True,False,False,False
hedged_pair-435003,self_check,hedged_pair,True,True,True,True,True,False
hedged_pair-440000,full_rag,hedged_pair,True,True,True,True,True,False
hedged_pair-440000,naive_rag,hedged_pair,True,True,True,False,False,False
hedged_pair-440000,no_rag,hedged_pair,True,True,True,False,False,False
hedged_pair-440000,self_check,hedged_pair,True,True,True,True,True,False
hedged_pair-440001,full_rag,hedged_pair,True,True,True,True,True,False
hedged_pair-440001,naive_rag,hedged_pair,True,True,True,False,False,False
hedged_pair-440001,no_rag,hedged_pair,True,False,True,False,False,False
hedged_pair-440001,self_check,hedged_pair,True,True,True,True,True,False
hedged_pair-45008,full_rag,hedged_pair,True,True,True,True,True,False
hedged_pair-45008,naive_rag,hedged_pair,True,True,True,True,True,False
hedged_pair-45008,no_rag,hedged_pair,True,True,True,True,True,False
hedged_pair-45008,self_check,hedged_pair,True,True,True,True,True,False
hedged_pair-45009,full_rag,hedged_pair,True,True,True,True,True,False
hedged_pair-45009,naive_rag,hedged_pair,True,True,True,True,True,False
hedged_pair-45009,no_rag,hedged_pair,True,True,True,False,False,False
hedged_pair-45009,self_check,hedged_pair,True,True,True,True,True,False
hedged_pair-50001,full_rag,hedged_pair,True,True,True,True,True,False
hedged_pair-50001,naive_rag,hedged_pair,True,True,True,True,True,False
hedged_pair-50001,no_rag,hedged_pair,True,True,True,False,False,False
hedged_pair-50001,self_check,hedged_pair,True,True,True,True,True,False
hedged_pair-50003,full_rag,hedged_pair,True,True,True,True,True,False
hedged_pair-50003,naive_rag,hedged_pair,True,True,True,False,False,False
hedged_pair-50003,no_rag,hedged_pair,True,True,True,False,False,False
hedged_pair-50003,self_check,hedged_pair,True,True,True,True,True,False
