kind,case_id,claim_index,judge_label,factual_accuracy,actionability_device_specific,actionability_phases_separated,actionability_matches_category
claim,assertive_error-317103,12,supported,,,,
claim,assertive_error-317103,13,supported,,,,
claim,assertive_error-317103,14,supported,,,,
claim,assertive_error-317103,15,supported,,,,
claim,assertive_error-317103,16,supported,,,,
claim,assertive_error-317103,17,supported,,,,
claim,assertive_error-317103,18,supported,,,,
claim,assertive_error-317103,19,supported,,,,
claim,assertive_error-317103,20,supported,,,,
claim,assertive_error-317103,21,supported,,,,
claim,assertive_error-317103,22,supported,,,,
claim,assertive_error-317103,23,supported,,,,
claim,assertive_error-317103,24,unsupported_but_true,,,,
report,assertive_error-91545,,,5,1,1,1
claim,assertive_error-91545,0,supported,,,,
claim,assertive_error-91545,1,supported,,,,
claim,assertive_error-91545,2,unsupported_but_true,,,,
claim,assertive_error-91545,3,unsupported_but_true,,,,
claim,assertive_error-91545,4,supported,,,,
claim,assertive_error-91545,5,supported,,,,
claim,assertive_error-91545,6,unsupported_but_true,,,,
claim,assertive_error-91545,7,supported,,,,
claim,assertive_error-91545,8,supported,,,,
claim,assertive_error-91545,9,unsupported_but_true,,,,
claim,assertive_error-91545,10,supported,,,,
claim,assertive_error-91545,11,supported,,,,
claim,assertive_error-91545,12,supported,,,,
claim,assertive_error-91545,13,supported,,,,
claim,assertive_error-91545,14,unsupported_but_true,,,,
claim,assertive_error-91545,15,unsupported_but_true,,,,
claim,assertive_error-91545,16,unsupported_but_true,,,,
claim,assertive_error-91545,17,unsupported_but_true,,,,
claim,assertive_error-91545,18,supported,,,,
claim,assertive_error-91545,19,unsupported_but_true,,,,
claim,assertive_error-91545,20,unsupported_but_true,,,,
claim,assertive_error-91545,21,unsupported_but_true,,,,
claim,assertive_error-91545,22,supported,,,,
claim,assertive_error-91545,23,supported,,,,
claim,assertive_error-91545,24,supported,,,,
claim,assertive_error-91545,25,unsupported_but_true,,,,
report,hedged_pair-100010,,,5,1,1,1
claim,hedged_pair-100010,0,supported,,,,
claim,hedged_pair-100010,1,unsupported_but_true,,,,
claim,hedged_pair-100010,2,unsupported_but_true,,,,
claim,hedged_pair-100010,3,supported,,,,
claim,hedged_pair-100010,4,supported,,,,
claim,hedged_pair-100010,5,supported,,,,
claim,hedged_pair-100010,6,supported,,,,
claim,hedged_pair-100010,7,supported,,,,
claim,hedged_pair-100010,8,unsupported_but_true,,,,
claim,hedged_pair-100010,9,unsupported_but_true,,,,
claim,hedged_pair-100010,10,supported,,,,
claim,hedged_pair-100010,11,unsupported_but_true,,,,
claim,hedged_pair-100010,12,supported,,,,
claim,hedged_pair-100010,13,supported,,,,
claim,hedged_pair-100010,14,supported,,,,
claim,hedged_pair-100010,15,supported,,,,
claim,hedged_pair-100010,16,supported,,,,
claim,hedged_pair-100010,17,supported,,,,
claim,hedged_pair-100010,18,unsupported_but_true,,,,
claim,hedged_pair-100010,19,supported,,,,
claim,hedged_pair-100010,20,supported,,,,
claim,hedged_pair-100010,21,supported,,,,
claim,hedged_pair-100010,22,supported,,,,
claim,hedged_pair-100010,23,supported,,,,
claim,hedged_pair-100010,24,supported,,,,
claim,hedged_pair-100010,25,supported,,,,
claim,hedged_pair-100010,26,supported,,,,
report,hedged_pair-105000,,,5,1,1,1
claim,hedged_pair-105000,0,supported,,,,
claim,hedged_pair-105000,1,unsupported_but_true,,,,
claim,hedged_pair-105000,2,unsupported_but_true,,,,
claim,hedged_pair-105000,3,supported,,,,
claim,hedged_pair-105000,4,supported,,,,
claim,hedged_pair-105000,5,supported,,,,
claim,hedged_pair-105000,6,supported,,,,
claim,hedged_pair-105000,7,supported,,,,
claim,hedged_pair-105000,8,supported,,,,
claim,hedged_pair-105000,9,supported,,,,
claim,hedged_pair-105000,10,unsupported_but_true,,,,
claim,hedged_pair-105000,11,supported,,,,
claim,hedged_pair-105000,12,supported,,,,
claim,hedged_pair-105000,13,unsupported_but_true,,,,
claim,hedged_pair-105000,14,supported,,,,
claim,hedged_pair-105000,15,supported,,,,
claim,hedged_pair-105000,16,supported,,,,
claim,hedged_pair-105000,17,unsupported_but_true,,,,
claim,hedged_pair-105000,18,supported,,,,
claim,hedged_pair-105000,19,supported,,,,
claim,hedged_pair-105000,20,supported,,,,
claim,hedged_pair-105000,21,supported,,,,
claim,hedged_pair-105000,22,supported,,,,
claim,hedged_pair-105000,23,supported,,,,
claim,hedged_pair-105000,24,supported,,,,
claim,hedged_pair-105000,25,supported,,,,
claim,hedged_pair-105000,26,unsupported_but_true,,,,
report,hedged_pair-105004,,,5,1,1,1
claim,hedged_pair-105004,0,supported,,,,
claim,hedged_pair-105004,1,supported,,,,
claim,hedged_pair-105004,2,unsupported_but_true,,,,
claim,hedged_pair-105004,3,unsupported_but_true,,,,
claim,hedged_pair-105004,4,supported,,,,
claim,hedged_pair-105004,5,supported,,,,
claim,hedged_pair-105004,6,supported,,,,
claim,hedged_pair-105004,7,supported,,,,
claim,hedged_pair-105004,8,supported,,,,
claim,hedged_pair-105004,9,unsupported_but_true,,,,
claim,hedged_pair-105004,10,unsupported_but_true,,,,
claim,hedged_pair-105004,11,supported,,,,
claim,hedged_pair-105004,12,supported,,,,
claim,hedged_pair-105004,13,supported,,,,
claim,hedged_pair-105004,14,supported,,,,
claim,hedged_pair-105004,15,supported,,,,
claim,hedged_pair-105004,16,supported,,,,
claim,hedged_pair-105004,17,supported,,,,
claim,hedged_pair-105004,18,supported,,,,
claim,hedged_pair-105004,19,supported,,,,
claim,hedged_pair-105004,20,supported,,,,
claim,hedged_pair-105004,21,supported,,,,
claim,hedged_pair-105004,22,supported,,,,
claim,hedged_pair-105004,23,supported,,,,
claim,hedged_pair-105004,24,supported,,,,
claim,hedged_pair-105004,25,supported,,,,
claim,hedged_pair-105004,26,supported,,,,
claim,hedged_pair-105004,27,supported,,,,
claim,hedged_pair-105004,28,supported,,,,
claim,hedged_pair-105004,29,supported,,,,
claim,hedged_pair-105004,30,supported,,,,
claim,hedged_pair-105004,31,supported,,,,
report,hedged_pair-130000,,,5,1,1,1
claim,hedged_pair-130000,0,supported,,,,
claim,hedged_pair-130000,1,supported,,,,
claim,hedged_pair-130000,2,supported,,,,
claim,hedged_pair-130000,3,unsupported_but_true,,,,
claim,hedged_pair-130000,4,supported,,,,
claim,hedged_pair-130000,5,supported,,,,
claim,hedged_pair-130000,6,supported,,,,
claim,hedged_pair-130000,7,supported,,,,
claim,hedged_pair-130000,8,supported,,,,
claim,hedged_pair-130000,9,supported,,,,
claim,hedged_pair-130000,10,supported,,,,
claim,hedged_pair-130000,11,supported,,,,
claim,hedged_pair-130000,12,supported,,,,
claim,hedged_pair-130000,13,supported,,,,
claim,hedged_pair-130000,14,supported,,,,
claim,hedged_pair-130000,15,supported,,,,
claim,hedged_pair-130000,16,supported,,,,
claim,hedged_pair-130000,17,supported,,,,
claim,hedged_pair-130000,18,supported,,,,
claim,hedged_pair-130000,19,supported,,,,
claim,hedged_pair-130000,20,supported,,,,
claim,hedged_pair-130000,21,supported,,,,
claim,hedged_pair-130000,22,supported,,,,
claim,hedged_pair-130000,23,supported,,,,
claim,hedged_pair-130000,24,supported,,,,
claim,hedged_pair-130000,25,supported,,,,
claim,hedged_pair-130000,26,supported,,,,
claim,hedged_pair-130000,27,supported,,,,
claim,hedged_pair-130000,28,supported,,,,
claim,hedged_pair-130000,29,supported,,,,
claim,hedged_pair-130000,30,supported,,,,
claim,hedged_pair-130000,31,unsupported_but_true,,,,
claim,hedged_pair-130000,32,unsupported_but_true,,,,
claim,hedged_pair-130000,33,unsupported_but_true,,,,
claim,hedged_pair-130000,34,unsupported_but_true,,,,
claim,hedged_pair-130000,35,supported,,,,
claim,hedged_pair-130000,36,supported,,,,
claim,hedged_pair-130000,37,supported,,,,
report,hedged_pair-135001,,,5,1,1,1
claim,hedged_pair-135001,0,supported,,,,
claim,hedged_pair-135001,1,supported,,,,
claim,hedged_pair-135001,2,supported,,,,
claim,hedged_pair-135001,3,unsupported_but_true,,,,
claim,hedged_pair-135001,4,supported,,,,
claim,hedged_pair-135001,5,supported,,,,
claim,hedged_pair-135001,6,supported,,,,
claim,hedged_pair-135001,7,supported,,,,
claim,hedged_pair-135001,8,supported,,,,
claim,hedged_pair-135001,9,supported,,,,
claim,hedged_pair-135001,10,unsupported_but_true,,,,
claim,hedged_pair-135001,11,supported,,,,
claim,hedged_pair-135001,12,supported,,,,
claim,hedged_pair-135001,13,supported,,,,
claim,hedged_pair-135001,14,supported,,,,
claim,hedged_pair-135001,15,supported,,,,
claim,hedged_pair-135001,16,supported,,,,
claim,hedged_pair-135001,17,supported,,,,
claim,hedged_pair-135001,18,supported,,,,
claim,hedged_pair-135001,19,supported,,,,
claim,hedged_pair-135001,20,supported,,,,
claim,hedged_pair-135001,21,supported,,,,
claim,hedged_pair-135001,22,supported,,,,
claim,hedged_pair-135001,23,supported,,,,
claim,hedged_pair-135001,24,unsupported_but_true,,,,
claim,hedged_pair-135001,25,supported,,,,
claim,hedged_pair-135001,26,supported,,,,
claim,hedged_pair-135001,27,unsupported_but_true,,,,
claim,hedged_pair-135001,28,supported,,,,
claim,hedged_pair-135001,29,unsupported_but_true,,,,
claim,hedged_pair-135001,30,unsupported_but_true,,,,
claim,hedged_pair-135001,31,unsupported_but_true,,,,
claim,hedged_pair-135001,32,supported,,,,
claim,hedged_pair-135001,33,supported,,,,
claim,hedged_pair-135001,34,supported,,,,
claim,hedged_pair-135001,35,supported,,,,
report,hedged_pair-240001,,,5,1,1,1
claim,hedged_pair-240001,0,supported,,,,
claim,hedged_pair-240001,1,supported,,,,
claim,hedged_pair-240001,2,unsupported_but_true,,,,
claim,hedged_pair-240001,3,unsupported_but_true,,,,
claim,hedged_pair-240001,4,supported,,,,
claim,hedged_pair-240001,5,supported,,,,
claim,hedged_pair-240001,6,supported,,,,
claim,hedged_pair-240001,7,supported,,,,
claim,hedged_pair-240001,8,supported,,,,
claim,hedged_pair-240001,9,unsupported_but_true,,,,
claim,hedged_pair-240001,10,supported,,,,
claim,hedged_pair-240001,11,supported,,,,
claim,hedged_pair-240001,12,supported,,,,
claim,hedged_pair-240001,13,supported,,,,
claim,hedged_pair-240001,14,supported,,,,
claim,hedged_pair-240001,15,supported,,,,
claim,hedged_pair-240001,16,supported,,,,
claim,hedged_pair-240001,17,supported,,,,
claim,hedged_pair-240001,18,supported,,,,
claim,hedged_pair-240001,19,supported,,,,
claim,hedged_pair-240001,20,supported,,,,
claim,hedged_pair-240001,21,supported,,,,
claim,hedged_pair-240001,22,supported,,,,
claim,hedged_pair-240001,23,supported,,,,
claim,hedged_pair-240001,24,supported,,,,
claim,hedged_pair-240001,25,supported,,,,
claim,hedged_pair-240001,26,supported,,,,
claim,hedged_pair-240001,27,supported,,,,
claim,hedged_pair-240001,28,supported,,,,
claim,hedged_pair-240001,29,supported,,,,
claim,hedged_pair-240001,30,unsupported_but_true,,,,
claim,hedged_pair-240001,31,unsupported_but_true,,,,
claim,hedged_pair-240001,32,unsupported_but_true,,,,
claim,hedged_pair-240001,33,unsupported_but_true,,,,
claim,hedged_pair-240001,34,supported,,,,
claim,hedged_pair-240001,35,supported,,,,
report,hedged_pair-245001,,,5,1,1,1
claim,hedged_pair-245001,0,supported,,,,
claim,hedged_pair-245001,1,supported,,,,
claim,hedged_pair-245001,2,unsupported_but_true,,,,
claim,hedged_pair-245001,3,supported,,,,
claim,hedged_pair-245001,4,supported,,,,
claim,hedged_pair-245001,5,supported,,,,
claim,hedged_pair-245001,6,supported,,,,
claim,hedged_pair-245001,7,supported,,,,
claim,hedged_pair-245001,8,supported,,,,
claim,hedged_pair-245001,9,unsupported_but_true,,,,
claim,hedged_pair-245001,10,supported,,,,
claim,hedged_pair-245001,11,supported,,,,
claim,hedged_pair-245001,12,supported,,,,
claim,hedged_pair-245001,13,supported,,,,
claim,hedged_pair-245001,14,supported,,,,
claim,hedged_pair-245001,15,supported,,,,
claim,hedged_pair-245001,16,supported,,,,
claim,hedged_pair-245001,17,supported,,,,
claim,hedged_pair-245001,18,supported,,,,
claim,hedged_pair-245001,19,supported,,,,
claim,hedged_pair-245001,20,supported,,,,
claim,hedged_pair-245001,21,supported,,,,
claim,hedged_pair-245001,22,supported,,,,
claim,hedged_pair-245001,23,unsupported_but_true,,,,
claim,hedged_pair-245001,24,supported,,,,
claim,hedged_pair-245001,25,supported,,,,
claim,hedged_pair-245001,26,supported,,,,
claim,hedged_pair-245001,27,supported,,,,
claim,hedged_pair-245001,28,unsupported_but_true,,,,
claim,hedged_pair-245001,29,supported,,,,
claim,hedged_pair-245001,30,supported,,,,
claim,hedged_pair-245001,31,supported,,,,
claim,hedged_pair-245001,32,supported,,,,
claim,hedged_pair-245001,33,supported,,,,
report,hedged_pair-245009,,,5,1,1,1
claim,hedged_pair-245009,0,supported,,,,
claim,hedged_pair-245009,1,supported,,,,
claim,hedged_pair-245009,2,supported,,,,
claim,hedged_pair-245009,3,unsupported_but_true,,,,
claim,hedged_pair-245009,4,supported,,,,
claim,hedged_pair-245009,5,supported,,,,
claim,hedged_pair-245009,6,supported,,,,
claim,hedged_pair-245009,7,supported,,,,
claim,hedged_pair-245009,8,supported,,,,
claim,hedged_pair-245009,9,supported,,,,
claim,hedged_pair-245009,10,unsupported_but_true,,,,
claim,hedged_pair-245009,11,supported,,,,
claim,hedged_pair-245009,12,supported,,,,
claim,hedged_pair-245009,13,supported,,,,
claim,hedged_pair-245009,14,supported,,,,
claim,hedged_pair-245009,15,supported,,,,
claim,hedged_pair-245009,16,supported,,,,
claim,hedged_pair-245009,17,supported,,,,
claim,hedged_pair-245009,18,supported,,,,
claim,hedged_pair-245009,19,supported,,,,
claim,hedged_pair-245009,20,supported,,,,
claim,hedged_pair-245009,21,supported,,,,
claim,hedged_pair-245009,22,supported,,,,
claim,hedged_pair-245009,23,unsupported_but_true,,,,
claim,hedged_pair-245009,24,supported,,,,
claim,hedged_pair-245009,25,supported,,,,
claim,hedged_pair-245009,26,supported,,,,
claim,hedged_pair-245009,27,supported,,,,
claim,hedged_pair-245009,28,supported,,,,
claim,hedged_pair-245009,29,supported,,,,
claim,hedged_pair-245009,30,supported,,,,
claim,hedged_pair-245009,31,unsupported_but_true,,,,
claim,hedged_pair-245009,32,unsupported_but_true,,,,
claim,hedged_pair-245009,33,unsupported_but_true,,,,
claim,hedged_pair-245009,34,unsupported_but_true,,,,
claim,hedged_pair-245009,35,supported,,,,
claim,hedged_pair-245009,36,supported,,,,
report,hedged_pair-295024,,,5,1,1,1
claim,hedged_pair-295024,0,supported,,,,
claim,hedged_pair-295024,1,supported,,,,
claim,hedged_pair-295024,2,unsupported_but_true,,,,
claim,hedged_pair-295024,3,unsupported_but_true,,,,
claim,hedged_pair-295024,4,supported,,,,
claim,hedged_pair-295024,5,unsupported_but_true,,,,
claim,hedged_pair-295024,6,supported,,,,
claim,hedged_pair-295024,7,supported,,,,
claim,hedged_pair-295024,8,supported,,,,
claim,hedged_pair-295024,9,unsupported_but_true,,,,
claim,hedged_pair-295024,10,unsupported_but_true,,,,
claim,hedged_pair-295024,11,supported,,,,
claim,hedged_pair-295024,12,supported,,,,
claim,hedged_pair-295024,13,supported,,,,
claim,hedged_pair-295024,14,supported,,,,
claim,hedged_pair-295024,15,supported,,,,
claim,hedged_pair-295024,16,supported,,,,
claim,hedged_pair-295024,17,supported,,,,
claim,hedged_pair-295024,18,supported,,,,
claim,hedged_pair-295024,19,supported,,,,
claim,hedged_pair-295024,20,supported,,,,
claim,hedged_pair-295024,21,supported,,,,
claim,hedged_pair-295024,22,supported,,,,
claim,hedged_pair-295024,23,supported,,,,
claim,hedged_pair-295024,24,supported,,,,
claim,hedged_pair-295024,25,supported,,,,
claim,hedged_pair-295024,26,supported,,,,
claim,hedged_pair-295024,27,unsupported_but_true,,,,
claim,hedged_pair-295024,28,supported,,,,
claim,hedged_pair-295024,29,supported,,,,
claim,hedged_pair-295024,30,supported,,,,
claim,hedged_pair-295024,31,supported,,,,
report,hedged_pair-300009,,,5,1,1,1
claim,hedged_pair-300009,0,supported,,,,
claim,hedged_pair-300009,1,supported,,,,
claim,hedged_pair-300009,2,unsupported_but_true,,,,
claim,hedged_pair-300009,3,unsupported_but_true,,,,
claim,hedged_pair-300009,4,supported,,,,
claim,hedged_pair-300009,5,supported,,,,
claim,hedged_pair-300009,6,supported,,,,
claim,hedged_pair-300009,7,supported,,,,
claim,hedged_pair-300009,8,supported,,,,
claim,hedged_pair-300009,9,supported,,,,
claim,hedged_pair-300009,10,supported,,,,
claim,hedged_pair-300009,11,supported,,,,
claim,hedged_pair-300009,12,supported,,,,
claim,hedged_pair-300009,13,supported,,,,
claim,hedged_pair-300009,14,supported,,,,
claim,hedged_pair-300009,15,supported,,,,
claim,hedged_pair-300009,16,supported,,,,
claim,hedged_pair-300009,17,supported,,,,
claim,hedged_pair-300009,18,supported,,,,
claim,hedged_pair-300009,19,supported,,,,
claim,hedged_pair-300009,20,supported,,,,
claim,hedged_pair-300009,21,supported,,,,
claim,hedged_pair-300009,22,supported,,,,
claim,hedged_pair-300009,23,supported,,,,
claim,hedged_pair-300009,24,supported,,,,
claim,hedged_pair-300009,25,supported,,,,
claim,hedged_pair-300009,26,unsupported_but_true,,,,
claim,hedged_pair-300009,27,unsupported_but_true,,,,
claim,hedged_pair-300009,28,unsupported_but_true,,,,
claim,hedged_pair-300009,29,supported,,,,
claim,hedged_pair-300009,30,supported,,,,
claim,hedged_pair-300009,31,supported,,,,
report,hedged_pair-325011,,,5,1,1,1
claim,hedged_pair-325011,0,supported,,,,
claim,hedged_pair-325011,1,supported,,,,
claim,hedged_pair-325011,2,supported,,,,
claim,hedged_pair-325011,3,supported,,,,
claim,hedged_pair-325011,4,supported,,,,
claim,hedged_pair-325011,5,supported,,,,
claim,hedged_pair-325011,6,supported,,,,
claim,hedged_pair-325011,7,supported,,,,
claim,hedged_pair-325011,8,supported,,,,
claim,hedged_pair-325011,9,supported,,,,
claim,hedged_pair-325011,10,supported,,,,
claim,hedged_pair-325011,11,supported,,,,
claim,hedged_pair-325011,12,supported,,,,
claim,hedged_pair-325011,13,supported,,,,
claim,hedged_pair-325011,14,supported,,,,
claim,hedged_pair-325011,15,supported,,,,
claim,hedged_pair-325011,16,supported,,,,
claim,hedged_pair-325011,17,supported,,,,
claim,hedged_pair-325011,18,supported,,,,
claim,hedged_pair-325011,19,supported,,,,
claim,hedged_pair-325011,20,supported,,,,
claim,hedged_pair-325011,21,supported,,,,
claim,hedged_pair-325011,22,supported,,,,
claim,hedged_pair-325011,23,supported,,,,
claim,hedged_pair-325011,24,supported,,,,
claim,hedged_pair-325011,25,supported,,,,
claim,hedged_pair-325011,26,supported,,,,
claim,hedged_pair-325011,27,supported,,,,
claim,hedged_pair-325011,28,supported,,,,
report,hedged_pair-330023,,,5,1,1,1
claim,hedged_pair-330023,0,supported,,,,
claim,hedged_pair-330023,1,supported,,,,
claim,hedged_pair-330023,2,unsupported_but_true,,,,
claim,hedged_pair-330023,3,supported,,,,
claim,hedged_pair-330023,4,supported,,,,
claim,hedged_pair-330023,5,supported,,,,
claim,hedged_pair-330023,6,supported,,,,
claim,hedged_pair-330023,7,supported,,,,
claim,hedged_pair-330023,8,supported,,,,
claim,hedged_pair-330023,9,supported,,,,
claim,hedged_pair-330023,10,supported,,,,
claim,hedged_pair-330023,11,supported,,,,
claim,hedged_pair-330023,12,supported,,,,
claim,hedged_pair-330023,13,supported,,,,
claim,hedged_pair-330023,14,supported,,,,
claim,hedged_pair-330023,15,supported,,,,
